BP10MB[0],BP10MB[1],BP10MB[2],BP10MB[3],BP10MB[4],BP10MB[5],BP10MB[>5],BPArm[0],BPArm[1],BPArm[2],BPArm[3],BPArm[4],BPArm[5],BPArm[6],BPArm[7],BPArm[8],BPArm[9],BPArm[10],BPArm[>10 & <=20],BPArm[>20 & <=30],BPArm[>30],CN[0],CN[1],CN[2],CN[3],CN[4],CN[>4 & <=8],CN[>8],CNCP[0],CNCP[1],CNCP[2],CNCP[3],CNCP[4],CNCP[>4 & <=8],CNCP[>8],OsCN[0],OsCN[1],OsCN[2],OsCN[3],OsCN[4],OsCN[>4 & <=10],OsCN[>10],SS[<=2],SS[>2 & <=3],SS[>3 & <=4],SS[>4 & <=5],SS[>5 & <=6],SS[>6 & <=7],SS[>7 & <=8],SS[>8],NC50[<=2],NC50[3],NC50[4],NC50[5],NC50[6],NC50[7],NC50[>7],BoChr[1],BoChr[2],BoChr[3],BoChr[4],BoChr[5],BoChr[6],BoChr[7],BoChr[8],BoChr[9],BoChr[10],BoChr[11],BoChr[12],BoChr[13],BoChr[14],BoChr[15],BoChr[16],BoChr[17],BoChr[18],BoChr[19],BoChr[20],BoChr[21],BoChr[22],BoChr[23],type
292,10,9,1,0,1,3,32,2,5,2,1,0,0,1,0,0,0,3,0,0,1,23,36,9,4,9,12,11,56,7,4,0,3,1,29,10,3,2,0,1,0,1,4,7,6,25,14,24,13,0,1,0,0,0,0,0,14,0,7,2,2,2,0,2,4,0,0,13,0,0,1,0,3,1,0,1,0,6,0,0
307,4,4,1,0,0,0,40,1,3,2,0,0,0,0,0,0,0,0,0,0,2,3,29,1,3,0,0,17,6,9,0,0,0,0,18,5,0,0,0,0,0,0,0,0,1,6,2,16,13,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0
293,9,8,1,2,1,2,37,2,1,2,1,1,0,0,0,0,0,1,1,0,2,16,37,11,2,5,3,13,38,10,0,4,1,0,23,9,2,2,1,0,0,0,3,5,6,8,16,26,12,1,0,0,0,0,0,0,2,0,0,0,0,1,11,1,3,2,0,1,0,11,0,1,3,0,0,0,3,0,0,0
311,3,1,0,0,0,1,42,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,26,1,1,1,3,19,4,1,0,0,4,2,22,3,0,0,0,0,0,0,0,0,2,3,2,12,15,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,23,33,3,1,0,0,18,2,14,2,5,1,1,0,2,0,0,1,0,0,2,28,54,19,16,6,0,4,46,43,9,2,2,0,14,26,4,6,0,0,0,0,0,4,15,24,16,62,4,0,0,0,1,0,0,0,1,8,4,9,4,7,3,2,3,1,3,1,5,1,0,7,3,3,3,0,0,2,1,1
130,8,60,6,38,7,67,6,0,0,0,2,0,1,1,3,0,2,11,8,12,6,56,352,360,106,85,12,0,788,111,26,12,13,4,158,115,24,22,11,34,4,0,2,25,258,404,194,93,1,0,0,0,0,0,1,0,93,31,55,13,20,32,17,26,19,39,30,39,4,21,18,19,45,14,29,29,7,21,4,0
312,2,2,0,0,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,25,1,1,0,0,21,2,4,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,1,2,9,16,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,1,1,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,0,22,3,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,2,0,9,16,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
262,18,24,5,2,1,4,24,5,4,1,3,1,3,1,0,1,1,1,1,0,11,43,57,27,6,7,0,6,103,16,2,3,4,0,30,22,5,4,2,2,0,1,4,6,11,35,40,44,10,0,1,0,0,0,0,0,4,4,4,15,3,0,5,1,25,0,1,1,7,1,0,3,8,3,0,3,0,3,3,0
225,30,31,9,8,5,8,15,3,7,2,0,6,1,4,1,0,0,4,2,1,1,11,32,51,54,81,36,2,123,69,17,13,15,6,79,44,5,4,4,2,0,1,1,18,33,54,85,71,3,0,0,0,1,0,0,0,27,4,13,6,14,5,30,9,24,4,32,23,1,6,5,1,8,7,3,2,5,2,3,0
252,18,33,1,11,3,4,19,1,6,4,2,2,4,0,3,2,1,4,0,0,14,65,93,25,8,2,0,6,162,19,2,0,0,0,16,24,5,5,4,5,2,0,0,6,48,51,35,61,6,0,0,0,1,0,0,0,2,5,16,4,8,7,7,7,19,0,4,0,1,3,0,13,4,0,5,4,2,0,2,0
320,2,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,11,8,0,22,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0
102,34,60,27,28,24,41,5,0,1,1,1,0,1,2,1,2,2,15,7,8,3,95,252,219,183,300,42,0,640,256,58,39,62,16,304,151,43,21,12,23,1,8,22,74,292,306,306,86,0,0,0,1,0,0,0,0,34,37,83,17,132,29,147,43,20,24,102,18,13,6,18,9,23,29,18,14,9,12,5,0
295,13,5,1,2,0,0,34,6,3,0,1,0,1,0,0,1,0,0,0,0,1,18,27,4,3,4,0,12,22,4,0,1,7,0,17,7,1,1,0,1,0,0,0,2,2,4,11,25,13,0,1,0,0,0,0,0,7,0,2,0,2,1,0,0,1,1,1,1,0,7,1,0,1,2,0,0,0,3,0,0
281,10,23,0,2,0,0,27,4,6,1,4,0,4,0,0,0,0,0,0,0,11,24,49,3,0,0,0,8,45,19,0,0,0,0,11,15,2,3,1,1,0,0,0,3,16,11,8,44,5,0,0,0,1,0,0,0,0,2,4,0,2,3,5,1,0,1,5,2,1,4,0,2,0,1,1,0,2,1,1,0
317,3,2,0,0,0,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,15,1,0,0,0,20,7,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,1,1,14,15,0,0,0,0,1,0,0,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,2,0
220,27,42,5,5,6,11,13,0,7,3,6,3,3,0,1,0,0,8,2,0,6,30,68,86,63,25,4,2,152,98,1,4,4,0,43,35,5,11,5,8,0,0,2,13,28,81,81,70,7,0,0,0,0,1,0,0,11,7,2,26,3,9,11,5,2,13,10,17,3,20,4,14,10,21,6,1,0,4,15,0
306,7,3,0,0,0,0,40,3,1,1,1,0,0,0,0,0,0,0,0,0,0,5,15,11,3,2,0,17,10,3,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,2,15,15,0,1,0,0,0,0,0,7,1,0,1,1,0,2,1,0,1,0,0,0,0,1,0,3,1,0,0,1,0,1,0
301,8,5,2,0,0,0,37,3,2,3,0,0,1,0,0,0,0,0,0,0,1,12,30,4,0,0,0,14,24,0,0,0,0,0,17,4,3,0,0,0,0,0,0,0,1,5,9,18,14,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,4,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0
303,7,6,4,0,1,1,41,2,1,0,1,0,0,0,0,1,0,2,0,0,3,23,30,12,2,4,0,17,29,18,2,0,1,0,25,8,0,2,0,2,0,0,1,2,4,16,17,20,14,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,21,0,6,0,0,1,8,0,0,0,0,1,0
289,14,11,5,2,0,1,25,5,8,3,5,0,0,2,0,0,0,0,0,0,3,16,35,25,10,1,0,6,55,11,0,0,0,0,12,15,4,2,1,0,0,0,0,0,14,17,11,38,10,0,0,0,0,1,0,0,4,1,5,3,1,3,3,1,2,5,1,1,1,1,5,0,1,4,2,6,1,1,2,0
282,17,7,3,2,2,9,30,8,3,0,0,1,0,0,0,0,1,2,2,1,1,5,44,14,45,47,24,9,57,58,14,5,8,14,75,20,5,1,0,3,0,0,1,5,27,67,35,35,10,0,1,0,0,0,0,0,24,2,1,1,1,1,10,1,1,3,1,1,1,12,37,1,2,7,2,23,1,0,2,0
237,20,38,8,5,2,6,14,2,6,2,6,3,5,2,1,0,1,4,0,0,2,14,60,23,50,60,8,0,54,59,53,13,5,10,57,34,5,7,1,0,0,3,7,6,10,74,51,60,6,0,0,0,0,1,0,0,13,5,5,5,7,6,8,2,4,14,21,2,12,8,1,10,5,1,14,8,1,2,3,0
289,12,13,4,2,2,0,30,3,7,2,2,0,0,1,2,1,0,0,0,0,5,29,49,6,3,0,0,8,53,11,4,0,0,0,15,11,2,3,1,1,0,0,1,3,4,16,20,39,9,0,0,0,1,0,0,0,0,1,1,4,5,0,4,1,2,5,2,3,4,0,0,3,1,0,0,0,1,0,3,0
274,12,12,4,7,5,8,29,1,5,0,1,0,3,0,1,2,0,5,0,1,4,88,109,6,0,0,0,9,183,0,0,0,0,0,10,5,0,1,0,4,6,0,0,7,57,51,40,44,8,0,1,0,0,0,0,0,7,4,24,16,11,1,5,9,3,3,1,1,3,0,0,0,0,7,0,0,0,0,1,0
322,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,12,5,0,0,0,0,35,7,5,0,1,0,0,0,0,0,0,0,0,0,0,1,6,9,25,3,2,12,10,8,2,0,2,0,19,5,0,1,0,0,0,0,0,0,0,6,6,21,13,0,0,0,0,0,1,0,3,2,1,2,2,1,3,1,5,1,2,1,2,2,2,3,1,2,1,1,1,1,0,0
252,21,24,7,4,1,7,17,2,8,2,4,3,1,2,1,1,0,5,0,0,6,23,62,61,28,13,0,3,122,31,15,2,0,0,31,19,5,4,3,4,1,1,5,22,25,25,51,57,7,0,0,0,0,1,0,0,10,3,2,2,9,0,8,16,8,18,2,1,12,2,1,8,4,9,8,3,1,4,0,0
315,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,22,0,2,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,1,7,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,30,30,9,5,2,1,14,3,11,4,4,2,3,1,1,2,0,3,0,0,5,13,30,58,43,28,0,4,107,37,7,2,0,0,30,28,8,5,2,1,0,0,2,10,25,31,35,67,7,0,0,0,0,0,1,0,14,10,2,8,6,3,5,8,9,8,5,18,9,5,1,8,4,7,6,1,2,1,6,0
280,9,9,7,2,1,8,29,6,1,1,0,1,0,1,2,0,2,1,1,1,1,27,44,25,13,48,8,9,90,31,8,4,10,0,54,24,5,1,0,3,0,0,4,11,23,48,36,35,9,1,0,0,0,0,0,0,0,0,43,0,0,6,1,33,7,2,1,4,0,0,1,0,10,4,1,0,1,0,8,0
291,17,7,1,3,0,3,34,8,1,1,1,0,1,1,0,0,0,0,0,1,1,32,28,26,7,3,0,13,35,34,2,0,2,0,30,6,1,1,0,3,0,0,1,5,1,23,23,32,12,1,0,0,0,0,0,0,11,0,1,6,0,0,2,2,1,0,36,1,0,0,0,3,1,2,0,0,1,0,1,0
317,2,3,0,0,0,0,45,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,24,2,1,0,0,20,6,2,0,0,0,0,21,2,1,0,0,0,0,0,0,0,0,3,1,13,15,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
308,7,0,1,0,0,0,41,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,26,2,1,0,0,18,8,1,1,0,0,0,20,2,0,0,0,0,0,0,0,0,1,3,0,15,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
308,7,3,0,1,1,2,41,0,4,0,0,0,1,0,1,0,0,1,0,0,0,18,37,4,0,0,0,16,33,2,0,0,0,0,17,4,0,0,0,2,1,0,0,0,11,7,7,22,12,0,1,0,0,0,0,0,0,0,6,0,0,1,3,4,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0
315,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0,11,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309,5,6,1,1,0,0,41,3,2,1,0,0,0,0,0,0,0,1,0,0,1,4,24,8,7,4,0,19,23,1,0,0,0,0,22,4,2,0,1,0,0,0,1,0,1,5,11,15,15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,15,2,0,0,0,0,1,0
95,52,58,33,27,20,31,5,0,1,0,0,2,5,1,4,2,0,14,6,6,4,45,150,201,175,165,3,0,526,149,32,8,5,0,144,123,32,21,4,14,0,4,1,54,105,174,316,89,0,0,0,0,0,1,0,0,57,77,42,13,42,30,34,42,17,10,25,30,8,7,18,16,14,14,6,46,12,7,26,1
123,42,55,42,31,10,13,7,1,0,2,3,1,2,4,0,3,1,14,5,3,3,19,111,169,117,150,9,0,440,86,22,3,4,0,89,73,30,13,5,16,2,2,5,69,90,88,231,93,0,0,0,0,0,1,0,0,33,63,37,11,24,25,29,38,30,12,37,24,7,7,7,8,6,19,5,17,8,8,12,1
309,5,1,0,0,0,1,40,4,0,1,0,0,0,0,1,0,0,0,0,0,0,4,27,5,1,1,0,17,11,2,2,0,0,0,22,1,1,1,0,0,0,0,2,1,1,2,7,12,13,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
315,5,2,0,0,0,0,43,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,1,0,0,19,7,2,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,2,2,18,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
279,17,14,3,3,1,5,26,4,4,2,2,0,6,1,0,0,0,3,0,0,5,56,73,2,3,1,0,7,105,7,2,2,0,0,8,13,1,2,1,2,4,1,0,3,21,40,27,40,8,0,0,1,0,0,0,0,1,3,7,1,1,1,2,9,2,6,10,6,3,1,0,1,0,10,0,1,0,0,1,0
296,7,10,0,0,0,3,34,5,3,0,1,0,2,0,0,0,0,1,0,0,0,18,23,3,12,12,1,14,22,5,13,3,3,0,28,9,1,2,0,0,0,0,0,2,7,14,12,22,12,1,0,0,0,0,0,0,2,0,0,1,0,22,1,13,0,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0
311,3,1,1,0,0,0,42,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,23,1,0,0,0,19,8,0,0,0,0,0,22,0,0,0,1,0,0,0,0,1,0,0,4,11,15,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
305,7,4,0,0,0,0,39,2,3,2,0,0,0,0,0,0,0,0,0,0,0,7,28,2,1,0,0,17,13,2,0,0,0,0,19,5,1,0,0,0,0,0,0,1,0,2,4,15,16,1,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
313,1,5,3,0,0,0,43,0,1,2,0,1,0,1,0,0,0,0,0,0,0,8,32,4,0,0,0,19,20,0,0,0,0,0,19,1,2,0,1,1,0,0,0,0,1,6,9,16,12,1,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
296,8,5,1,2,1,3,32,3,4,3,1,0,1,1,0,0,0,1,0,0,4,28,37,5,1,0,2,11,47,2,1,0,4,0,20,9,0,3,0,2,0,0,0,0,7,19,16,20,15,1,0,0,0,0,0,0,1,1,0,2,0,3,2,1,7,0,0,0,0,2,0,0,1,14,0,2,0,1,3,0
302,9,3,1,1,0,0,39,1,2,2,1,0,1,0,0,0,0,0,0,0,0,11,30,1,0,3,0,16,18,0,0,4,0,0,17,4,1,1,0,1,0,0,0,0,3,5,4,20,13,0,1,0,0,0,0,0,4,1,1,0,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
282,13,21,2,0,1,3,27,4,9,2,1,0,1,0,2,0,0,1,1,0,0,22,49,21,13,15,2,7,71,18,3,4,2,0,33,13,3,2,0,1,1,0,0,0,10,32,30,41,9,0,1,0,0,0,0,0,25,4,1,2,6,7,0,10,1,1,1,0,2,0,1,1,4,1,3,0,0,1,1,0
183,61,32,16,9,2,13,10,1,5,1,3,6,1,4,3,0,4,6,1,1,4,7,25,51,84,135,33,0,166,77,27,12,15,19,126,53,10,1,1,3,0,0,7,16,30,75,122,88,1,0,0,0,1,0,0,0,22,15,24,6,18,17,12,70,12,7,30,9,8,4,7,11,8,4,6,8,8,5,3,0
248,23,23,3,5,1,13,23,2,5,2,6,0,0,0,1,1,0,2,2,2,0,4,48,51,55,118,90,4,131,93,44,16,28,31,163,59,12,3,0,1,0,0,3,10,103,135,63,44,8,1,0,0,0,0,0,0,5,3,3,3,99,38,27,5,1,3,86,1,6,11,2,8,1,1,6,2,1,4,2,0
315,3,4,0,0,0,0,42,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,27,2,1,0,0,19,9,2,0,0,0,0,21,3,1,0,0,0,0,0,0,0,2,2,0,15,16,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
300,10,8,0,0,0,4,36,4,3,2,0,0,1,0,0,0,0,2,0,0,0,8,24,14,13,16,3,12,15,20,11,4,4,0,28,12,1,0,1,0,0,0,0,4,10,15,13,26,10,1,0,0,0,0,0,0,3,1,0,0,3,1,3,16,0,1,1,1,0,0,0,0,13,0,0,0,7,2,1,0
280,18,16,5,2,0,1,25,4,10,1,2,1,2,2,0,0,0,1,0,0,3,9,28,35,19,14,3,6,55,23,0,5,3,1,17,19,4,1,0,2,0,0,1,11,11,14,22,42,10,0,0,0,0,1,0,0,5,3,1,2,3,3,4,1,2,7,2,1,1,4,1,3,14,5,6,7,1,2,4,0
295,6,12,0,2,0,1,34,0,6,0,4,0,1,0,0,1,0,0,0,0,3,18,34,11,0,1,0,12,41,2,1,0,0,0,16,11,0,4,0,0,0,0,1,3,3,10,11,28,11,0,0,1,0,0,0,0,0,2,1,4,1,0,0,3,9,1,3,1,1,1,1,0,0,2,0,1,0,0,2,0
302,11,7,0,1,0,1,35,2,6,1,3,0,1,0,0,0,0,0,0,0,0,10,33,11,2,3,0,12,26,7,1,1,0,0,17,8,1,1,0,0,0,0,0,2,4,5,8,29,11,0,0,1,0,0,0,0,1,2,1,2,0,2,1,0,0,0,2,5,3,1,0,0,0,3,0,1,0,0,1,0
294,9,18,0,1,0,0,29,4,9,2,2,0,2,0,0,0,0,0,0,0,2,4,14,24,19,10,0,9,25,23,0,1,0,0,15,14,4,0,0,0,0,1,0,2,7,12,7,34,10,0,0,0,0,0,1,0,4,4,5,3,1,2,4,4,1,5,4,1,6,1,1,0,2,1,2,3,2,2,0,0
250,18,21,4,6,2,15,23,3,3,1,2,0,1,2,3,1,2,2,2,1,3,68,90,33,35,56,36,9,192,46,25,10,16,9,112,34,9,5,1,7,1,0,1,6,54,114,102,36,8,1,0,0,0,0,0,0,5,0,23,0,0,2,0,2,7,26,5,10,0,5,0,0,122,11,1,0,5,1,6,0
311,8,2,0,1,0,0,42,2,3,0,1,0,0,0,0,0,0,0,0,0,0,9,26,2,2,1,0,18,13,0,3,0,0,0,21,4,0,1,0,0,0,0,0,0,0,5,2,19,14,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,6,0,0,1,1,0
292,4,11,1,3,1,4,36,0,7,0,1,0,0,0,0,0,0,0,1,1,0,10,34,20,25,16,0,13,45,33,1,3,0,0,33,13,3,2,0,2,0,0,3,4,5,31,29,19,14,1,0,0,0,0,0,0,32,0,1,1,3,0,0,5,0,1,0,1,0,0,0,0,3,0,21,2,1,0,0,0
260,12,34,7,4,0,5,20,1,9,2,5,1,4,0,1,1,2,2,0,0,19,54,91,1,12,0,0,5,101,49,1,2,0,0,16,31,6,5,1,4,0,0,1,7,36,37,28,61,7,0,0,0,1,0,0,0,3,14,3,2,8,4,3,6,3,3,7,8,3,9,0,0,1,3,1,0,2,0,1,0
314,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,27,21,7,2,1,5,16,4,10,4,0,7,1,0,0,0,0,3,0,1,2,49,66,38,8,13,8,4,130,23,0,2,6,0,36,19,9,3,5,3,0,1,3,9,24,38,45,59,5,0,1,0,0,0,0,0,7,15,6,2,4,3,7,10,1,1,37,1,3,1,3,9,2,3,0,0,2,0,1,1
285,13,7,5,1,1,4,32,2,3,2,1,1,0,1,1,1,0,1,1,0,0,39,61,7,1,0,0,13,80,5,0,0,0,0,13,4,2,1,1,3,3,1,2,2,11,20,37,22,13,1,0,0,0,0,0,0,0,1,0,7,6,0,17,0,0,0,1,0,0,0,0,2,4,4,1,3,0,0,1,0
316,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,22,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,2,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,7,9,1,3,0,1,33,2,8,0,2,0,2,0,1,0,0,0,0,0,0,25,44,1,0,0,0,13,46,0,0,0,0,0,14,4,0,3,0,4,0,0,0,1,7,8,15,26,13,0,0,1,0,0,0,0,4,0,4,2,2,3,0,3,0,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0
271,12,26,2,4,3,4,24,0,10,0,6,0,1,0,3,0,1,3,0,0,0,68,88,1,0,0,0,7,133,0,0,0,0,0,7,7,0,2,0,5,4,0,1,9,13,33,51,40,10,0,0,1,0,0,0,0,11,1,5,3,0,2,5,7,1,6,1,11,4,0,0,2,2,1,0,4,1,0,1,0
312,5,5,0,0,0,0,41,1,5,0,1,0,0,0,0,0,0,0,0,0,0,8,29,0,2,0,0,18,12,3,0,0,0,0,19,3,0,2,0,0,0,0,0,1,1,2,5,17,13,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0
193,26,30,12,13,9,33,12,1,4,0,4,3,3,4,0,0,2,6,2,5,0,68,112,167,104,97,8,3,386,85,24,11,13,14,128,66,15,15,9,15,0,2,13,33,89,184,168,64,3,0,0,1,0,0,0,0,17,39,60,1,3,23,42,19,12,9,7,25,62,4,1,22,13,2,2,8,0,0,73,0
306,5,3,0,0,0,2,40,2,1,1,0,0,0,1,0,0,1,0,0,0,0,9,21,4,8,5,0,20,11,5,7,1,0,0,24,1,1,0,1,1,0,0,0,1,3,7,7,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,12,0,0,0,0,0,1,0,0
