BP10MB[0],BP10MB[1],BP10MB[2],BP10MB[3],BP10MB[4],BP10MB[5],BP10MB[>5],BPArm[0],BPArm[1],BPArm[2],BPArm[3],BPArm[4],BPArm[5],BPArm[6],BPArm[7],BPArm[8],BPArm[9],BPArm[10],BPArm[>10 & <=20],BPArm[>20 & <=30],BPArm[>30],CN[0],CN[1],CN[2],CN[3],CN[4],CN[>4 & <=8],CN[>8],CNCP[0],CNCP[1],CNCP[2],CNCP[3],CNCP[4],CNCP[>4 & <=8],CNCP[>8],OsCN[0],OsCN[1],OsCN[2],OsCN[3],OsCN[4],OsCN[>4 & <=10],OsCN[>10],SS[<=2],SS[>2 & <=3],SS[>3 & <=4],SS[>4 & <=5],SS[>5 & <=6],SS[>6 & <=7],SS[>7 & <=8],SS[>8],NC50[<=2],NC50[3],NC50[4],NC50[5],NC50[6],NC50[7],NC50[>7],BoChr[1],BoChr[2],BoChr[3],BoChr[4],BoChr[5],BoChr[6],BoChr[7],BoChr[8],BoChr[9],BoChr[10],BoChr[11],BoChr[12],BoChr[13],BoChr[14],BoChr[15],BoChr[16],BoChr[17],BoChr[18],BoChr[19],BoChr[20],BoChr[21],BoChr[22],BoChr[23],type
233,35,39,3,5,1,0,16,2,5,4,5,7,2,1,2,0,0,2,0,0,2,56,80,22,7,3,0,3,141,6,0,0,0,0,13,24,3,4,1,4,1,0,1,14,29,11,39,74,2,0,0,0,0,1,0,0,6,9,4,7,6,1,3,8,4,3,4,7,10,3,2,1,1,0,0,4,2,1,4,1
290,7,11,5,2,0,1,32,2,2,3,2,1,2,1,0,0,1,0,0,0,0,23,40,13,6,0,0,12,49,9,1,0,0,0,22,2,2,1,0,5,0,0,3,4,0,12,23,30,10,0,1,0,0,0,0,0,10,0,0,1,3,5,0,9,1,0,0,0,3,1,0,2,1,0,4,1,0,1,0,0
215,43,35,10,10,2,1,9,3,8,6,6,3,1,1,0,1,2,6,0,0,3,52,78,55,20,17,0,0,166,30,4,2,0,0,26,32,9,7,3,4,0,1,1,7,21,46,67,79,3,0,0,0,0,1,0,0,12,6,13,19,9,13,10,13,3,6,6,4,3,4,1,3,4,7,3,2,1,2,3,1
299,9,3,1,0,1,3,36,5,2,0,1,0,0,0,0,0,0,0,2,0,0,10,28,15,10,10,16,15,30,16,4,1,13,2,54,7,2,0,0,0,0,0,0,3,17,24,10,22,13,1,0,0,0,0,0,0,2,3,0,1,0,1,0,31,0,0,20,0,0,0,1,2,0,0,0,0,0,0,0,0
309,5,2,0,0,0,0,40,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,24,4,1,0,0,18,8,1,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,1,3,11,17,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
171,52,39,21,15,5,13,8,3,1,2,2,4,3,3,3,2,1,11,2,1,6,37,94,113,85,73,5,0,283,67,24,7,7,2,88,55,24,10,1,6,1,2,9,29,54,75,159,85,0,0,0,0,0,1,0,0,9,15,15,32,41,10,29,19,10,10,22,9,6,12,14,4,24,4,11,7,4,1,11,1
290,13,16,1,1,1,0,27,5,9,1,3,1,2,0,0,0,0,0,0,0,4,19,38,12,8,0,0,7,45,12,0,0,0,0,15,17,1,1,0,0,0,1,1,1,5,19,12,31,11,0,0,0,1,0,0,0,3,5,1,1,1,4,2,2,4,2,1,2,0,3,0,4,0,0,1,0,0,2,4,0
317,4,0,0,1,0,0,45,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,21,8,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,2,0,3,14,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0
309,7,0,0,0,0,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,4,0,0,0,17,6,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,15,14,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0
305,4,6,1,0,0,0,39,3,2,0,1,0,1,0,0,0,0,0,0,0,0,6,23,5,3,5,0,18,13,5,0,1,0,0,20,2,1,2,0,0,0,0,0,0,4,4,4,17,13,1,0,0,0,0,0,0,3,1,0,0,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,0,2,0,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,22,4,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,2,0,10,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
206,27,63,6,11,4,5,10,2,4,1,8,3,1,3,2,3,3,7,1,0,4,22,32,71,50,83,32,3,76,59,39,28,48,20,40,86,7,5,2,0,0,1,10,32,37,37,86,89,2,0,0,0,0,0,1,0,17,6,13,11,9,11,18,22,12,14,29,13,6,3,7,8,14,11,7,17,1,0,12,0
222,12,65,2,15,0,6,14,0,8,0,8,1,0,3,4,0,4,4,2,0,16,39,109,33,17,49,12,4,73,58,39,18,54,9,47,73,6,10,0,0,0,1,14,41,25,33,75,84,2,0,0,0,1,0,0,0,9,5,9,4,6,6,5,25,1,10,21,3,7,6,4,8,19,1,3,2,1,0,10,0
235,12,54,6,5,3,7,12,1,7,2,10,2,3,1,3,0,1,5,1,0,15,43,94,32,21,35,6,2,107,59,19,18,18,1,38,60,5,9,1,1,0,0,8,27,18,49,70,72,2,0,0,0,1,0,0,0,3,3,19,6,3,3,6,29,3,6,13,4,4,2,1,3,9,0,8,12,3,2,9,0
197,28,46,19,11,8,13,10,2,4,1,2,3,3,5,3,2,1,8,3,1,1,5,22,44,63,181,79,1,144,86,65,26,45,5,159,64,9,5,2,1,0,1,0,3,38,124,153,75,1,0,0,0,1,0,0,0,42,30,18,13,13,6,11,15,5,10,61,21,8,7,9,35,15,2,8,19,7,2,15,0
228,12,59,7,12,0,4,11,0,8,2,12,1,4,1,2,0,1,5,1,0,7,52,71,69,25,26,1,1,98,77,34,14,4,0,6,65,2,7,3,3,2,2,16,39,32,20,66,74,2,0,0,0,0,1,0,0,8,14,18,12,5,14,3,9,7,10,6,22,7,6,4,6,5,2,3,3,6,2,7,0
174,20,72,17,22,2,15,8,0,5,1,4,2,3,2,1,3,4,12,2,1,9,38,73,86,98,103,34,1,196,73,60,43,36,9,71,101,7,10,2,8,0,1,10,43,57,96,148,86,0,0,0,0,0,0,1,0,34,22,24,15,18,20,18,31,23,11,33,11,5,3,21,15,26,3,9,6,9,2,8,0
208,23,58,16,10,2,5,8,1,5,5,5,3,3,1,7,1,0,9,0,0,1,21,72,90,58,43,8,1,183,54,24,4,4,0,37,47,5,13,1,8,0,2,1,5,34,66,104,80,1,0,0,0,0,0,0,1,15,9,16,7,11,5,17,9,6,13,6,14,4,15,6,12,9,3,10,15,2,6,10,0
196,19,70,10,14,0,13,11,2,3,4,6,1,4,0,1,1,3,10,0,2,5,34,44,93,62,103,46,1,104,88,59,30,40,42,72,95,10,11,0,2,0,3,16,60,44,75,97,91,1,0,0,0,0,1,0,0,42,21,22,12,13,15,15,5,23,6,22,19,5,8,10,8,50,5,19,6,7,6,3,0
155,41,72,21,22,9,2,8,1,1,2,3,5,3,3,4,2,2,11,3,0,51,122,122,61,22,35,5,1,242,70,38,25,17,2,77,83,12,17,1,5,0,1,10,49,42,51,167,97,1,0,0,0,0,0,1,0,32,22,13,31,7,7,14,10,14,13,27,17,3,4,15,9,13,13,5,10,2,2,12,1
146,54,56,30,25,6,5,7,1,2,2,2,2,2,1,6,1,3,18,1,0,16,116,159,96,38,15,1,1,325,61,27,2,2,0,79,62,18,12,6,9,0,0,0,1,16,103,226,94,1,0,0,0,0,0,0,1,28,17,17,13,6,9,16,18,15,13,19,16,7,12,9,13,4,6,7,14,4,6,12,1
219,5,71,6,13,5,3,11,2,5,0,5,1,7,1,6,1,3,6,0,0,36,53,100,40,15,39,5,2,85,101,37,18,20,3,34,75,3,13,1,2,0,1,15,53,36,26,68,87,2,0,0,0,1,0,0,0,22,5,9,6,9,7,9,26,4,20,19,7,7,7,4,7,7,3,2,1,0,1,5,0
231,9,62,2,15,1,2,14,0,6,0,8,1,8,1,4,0,1,5,0,0,46,28,102,24,13,23,4,2,58,88,36,12,20,2,15,66,0,13,1,2,0,4,8,44,34,19,52,78,1,0,0,0,0,1,0,0,10,11,11,5,3,11,7,19,4,5,4,1,4,3,6,9,4,5,1,1,0,9,4,0
231,10,61,4,7,1,8,13,1,10,2,5,0,5,1,3,3,0,4,0,1,8,22,56,42,64,46,30,1,62,67,44,20,31,20,42,71,1,8,1,2,0,0,9,36,34,42,69,77,1,0,0,0,0,1,0,0,25,11,10,17,5,4,10,14,11,9,17,8,5,5,2,6,32,7,3,2,3,3,2,0
273,19,19,3,2,2,4,24,3,12,1,0,2,0,1,0,1,1,3,0,0,3,40,47,14,9,22,2,7,75,6,6,19,5,2,27,15,6,4,2,2,0,0,0,1,11,32,44,41,8,1,0,0,0,0,0,0,9,0,2,1,1,4,0,31,1,3,1,0,1,0,1,15,11,2,1,3,1,1,0,0
165,27,72,21,24,3,10,9,1,1,2,4,1,3,4,2,2,1,16,2,0,26,112,158,88,33,22,0,1,323,63,22,2,5,0,40,91,9,17,3,11,0,0,8,43,50,94,138,106,0,0,0,0,0,0,1,0,24,26,17,16,8,15,14,20,10,10,10,24,6,6,6,8,21,7,4,3,5,7,13,1
196,44,36,15,14,3,14,16,4,2,2,1,1,3,3,1,2,1,8,3,1,8,29,77,78,50,76,44,2,150,65,42,12,44,25,116,51,14,2,2,4,1,0,0,5,20,110,158,68,1,0,0,0,1,0,0,0,8,31,41,14,3,31,23,14,2,6,20,5,5,15,10,5,4,1,1,13,15,12,5,0
190,4,77,9,21,5,16,9,0,6,1,2,0,5,1,3,0,2,16,2,1,39,65,139,79,29,66,16,1,132,106,68,38,57,8,45,142,5,11,0,2,0,4,29,92,56,41,116,95,0,0,0,0,0,1,0,0,29,15,11,8,25,18,23,28,9,13,31,17,3,5,4,8,15,1,7,3,7,2,11,0
170,34,71,15,17,7,8,9,1,4,4,3,2,2,0,6,2,1,10,4,0,15,31,74,95,96,85,11,1,177,112,48,16,28,2,82,85,19,9,3,1,0,0,7,26,27,95,161,91,0,0,0,0,0,0,1,0,9,20,12,19,23,17,12,30,6,26,19,26,1,24,16,10,14,5,7,17,7,2,10,0
229,22,53,5,7,1,5,9,3,11,3,2,5,4,2,3,2,0,3,1,0,22,23,61,66,29,27,5,1,94,50,32,14,15,4,42,51,2,9,2,0,0,0,7,30,29,25,66,75,1,0,0,0,0,0,1,0,16,14,6,5,9,8,7,4,8,13,15,9,8,1,5,7,2,2,4,5,4,1,18,0
178,33,66,12,23,5,5,9,1,3,5,3,1,5,0,2,2,1,15,1,0,36,66,168,42,17,32,16,2,167,88,22,12,53,11,59,89,5,7,1,8,0,1,14,39,32,56,145,90,0,0,0,0,0,0,1,0,15,19,11,4,9,11,22,10,9,17,8,13,2,9,4,14,4,6,3,5,0,2,11,0
267,4,45,3,2,0,1,20,0,14,0,8,0,1,2,0,1,1,1,0,0,7,30,75,13,9,7,1,4,80,24,7,4,1,2,14,36,1,4,0,2,0,0,7,18,16,15,23,59,4,0,0,0,1,0,0,0,16,3,1,1,4,4,2,3,1,1,3,3,2,6,2,0,1,6,0,0,1,2,4,0
166,31,65,18,22,8,12,9,1,4,1,3,2,2,3,1,2,4,11,5,0,10,20,56,102,112,122,34,1,200,120,50,16,29,17,101,98,8,12,2,6,0,0,9,26,45,115,169,92,0,0,0,0,0,1,0,0,28,40,21,9,25,44,12,33,12,11,28,29,6,19,3,7,13,3,18,19,6,4,9,0
177,36,48,22,18,5,16,8,1,2,3,3,4,4,2,2,2,2,9,4,2,13,37,100,89,83,100,30,1,206,97,46,29,32,18,121,76,13,9,6,5,0,0,6,26,40,125,164,91,0,0,0,0,0,1,0,0,30,28,30,11,8,13,20,12,4,9,41,6,18,8,17,30,7,6,18,13,6,4,12,0
250,4,52,1,12,1,2,17,0,7,2,5,1,8,0,4,0,2,2,0,0,26,23,99,11,15,27,2,3,54,69,24,18,14,0,14,55,0,9,1,2,0,0,14,37,27,15,38,67,5,0,0,0,0,1,0,0,10,4,6,6,3,3,5,5,7,3,19,1,3,6,4,4,7,2,1,1,0,0,3,0
263,6,47,3,3,0,0,15,0,17,1,7,3,3,0,0,0,1,1,0,0,6,37,67,26,4,4,1,1,82,29,8,0,2,0,2,36,2,5,2,1,0,0,1,26,19,11,27,57,4,0,0,0,0,1,0,0,9,2,2,4,3,1,2,3,15,5,4,4,1,3,1,4,1,1,2,4,1,3,2,0
219,36,24,14,8,6,15,19,4,5,6,0,0,1,1,0,1,2,5,2,2,5,18,62,55,65,85,53,2,127,66,27,18,39,42,169,48,5,3,0,1,0,1,0,5,20,103,146,65,3,0,0,1,0,0,0,0,16,7,3,31,1,51,9,44,2,3,11,10,21,7,3,7,24,1,3,20,2,3,1,0
279,4,35,0,3,0,1,24,0,11,0,8,0,3,0,1,0,1,0,0,0,21,17,61,7,8,1,1,7,36,48,4,2,2,0,8,27,0,3,0,4,0,0,2,21,14,6,18,47,8,0,0,0,1,0,0,0,13,3,3,0,3,4,4,2,2,0,4,1,0,2,4,4,1,2,0,0,1,0,1,0
242,22,40,7,7,1,3,17,4,4,1,7,2,4,2,1,2,0,4,0,0,8,22,46,49,33,35,6,2,67,59,13,20,9,7,36,40,5,3,1,2,0,0,2,18,22,24,56,73,4,0,0,0,0,0,1,0,8,5,15,2,7,10,5,15,8,3,6,6,11,6,6,7,6,7,2,2,1,4,10,0
252,17,34,2,5,2,10,24,0,8,0,4,3,2,1,1,0,1,1,2,1,2,10,34,38,59,43,66,8,61,41,30,13,30,53,100,47,4,3,0,2,0,0,3,16,32,76,65,56,4,0,1,0,0,0,0,0,8,16,1,3,5,13,5,76,5,4,12,1,1,3,1,1,1,3,6,22,2,0,28,0
252,18,44,4,4,0,0,16,1,8,5,9,2,3,1,3,0,0,0,0,0,22,12,74,34,6,9,1,4,66,44,14,5,5,0,13,35,3,8,0,1,0,0,3,18,18,12,43,61,3,0,0,0,0,0,1,0,6,3,5,5,4,3,7,11,7,4,2,0,2,3,5,4,3,0,2,3,2,0,2,0
250,48,17,4,2,1,0,13,9,10,8,1,2,2,1,0,1,1,0,0,0,2,2,29,11,40,30,17,2,34,48,7,6,10,2,36,16,4,1,1,0,0,0,0,0,4,22,38,62,5,0,0,0,0,1,0,0,15,7,1,4,6,6,7,5,6,3,10,5,1,4,3,1,2,1,5,3,2,3,1,1
216,51,36,5,7,6,1,8,6,9,1,7,1,4,4,1,1,4,2,0,0,4,15,60,49,41,50,10,1,127,50,21,4,2,1,46,43,8,4,1,1,0,1,0,1,18,42,81,86,0,0,0,0,1,0,0,0,13,10,23,4,10,19,2,13,8,19,5,5,5,2,4,5,2,1,7,2,3,2,4,1
249,7,53,5,6,0,2,17,1,10,0,7,1,3,0,4,0,1,4,0,0,8,48,94,23,13,7,1,1,125,33,7,3,2,0,6,46,0,8,0,4,1,0,9,25,33,21,39,61,6,0,0,0,1,0,0,0,13,4,7,4,3,14,3,1,1,2,4,4,1,2,2,6,6,2,5,1,2,2,10,0
162,33,72,14,20,9,12,9,2,2,1,4,4,4,2,1,0,1,13,3,2,34,57,116,86,69,79,17,1,184,104,58,36,43,9,126,92,11,11,2,3,0,1,12,35,47,100,172,90,1,0,0,0,0,0,1,0,50,16,13,21,9,30,16,18,7,23,22,15,17,17,7,6,12,12,5,8,6,5,6,0
232,18,56,6,6,4,0,14,2,7,1,7,4,5,1,1,1,1,4,0,0,22,45,91,33,13,10,2,3,115,53,14,2,6,2,18,57,5,5,0,3,0,0,12,32,24,14,50,83,1,0,0,0,1,0,0,0,8,5,7,14,4,23,4,11,2,0,7,2,4,3,4,5,7,1,3,1,0,6,3,1
175,37,71,16,17,2,4,9,0,3,6,1,3,4,2,2,1,3,13,1,0,31,120,123,45,22,16,1,1,251,51,21,9,2,0,33,76,8,15,3,6,0,0,18,38,33,64,112,92,1,0,0,0,0,0,1,0,19,20,11,13,12,16,15,23,4,8,12,11,10,6,5,4,7,4,2,5,2,6,19,1
237,12,49,5,12,0,7,12,0,7,2,7,3,5,3,3,1,2,2,1,0,12,52,126,34,15,14,0,2,149,53,14,11,2,0,10,58,3,14,0,5,0,1,6,48,43,31,48,74,2,0,0,0,0,1,0,0,21,4,7,6,4,3,13,5,3,11,6,4,4,3,5,10,5,0,2,4,1,2,3,0
184,56,58,12,8,2,2,9,2,6,4,6,3,2,2,3,1,4,5,1,0,10,20,62,78,55,56,5,1,143,98,9,8,4,0,53,37,7,9,3,5,0,0,0,3,12,57,117,97,0,0,0,0,0,0,1,0,12,20,10,13,15,29,15,15,5,12,15,7,2,6,6,3,2,8,5,4,6,4,9,1
198,18,68,9,19,5,5,14,2,1,0,4,1,7,1,3,0,4,9,2,0,27,45,102,74,24,52,14,3,106,92,53,22,35,6,57,92,4,11,2,0,0,1,10,42,47,44,112,80,2,0,0,0,0,0,1,0,29,10,10,9,3,10,9,29,10,10,21,13,6,10,4,13,10,1,9,1,7,5,6,0
177,23,79,11,24,1,7,9,1,3,4,2,2,4,2,0,3,2,15,1,0,67,65,142,52,18,34,9,1,148,117,36,21,33,8,37,106,8,12,0,5,0,2,22,64,49,35,121,93,1,0,0,0,0,0,1,0,25,19,12,14,8,10,13,17,7,25,15,16,16,2,3,12,7,2,3,4,2,1,11,1
299,16,6,1,0,0,0,31,10,4,2,1,0,0,0,0,0,0,0,0,0,1,3,9,12,16,14,0,9,17,8,4,2,0,0,17,1,2,1,1,0,0,0,0,1,1,3,15,22,13,0,0,0,0,1,0,0,4,1,3,2,2,2,1,1,1,3,1,6,1,1,1,2,1,0,6,3,1,1,1,0
218,64,27,12,1,0,0,10,8,5,7,7,2,1,2,1,1,2,2,0,0,2,6,34,36,42,51,11,1,79,52,14,4,9,0,49,26,6,2,1,0,0,0,0,0,4,16,82,80,0,0,0,0,0,1,0,0,18,16,5,10,6,5,9,12,3,6,3,11,2,2,2,5,1,8,6,4,3,7,3,1
229,21,43,7,14,2,6,14,2,7,1,5,2,3,2,1,2,3,3,3,0,17,58,95,67,12,21,0,3,160,57,20,3,6,0,42,38,7,8,4,7,0,0,6,18,31,62,81,72,0,0,0,0,0,1,0,0,7,8,11,5,10,19,10,7,15,5,3,5,8,6,7,5,8,1,2,27,1,1,3,0
243,31,24,7,5,3,9,16,4,10,3,2,2,1,2,0,3,0,2,3,0,4,29,61,71,23,34,7,4,125,45,13,9,10,3,71,27,7,2,0,6,0,0,0,0,11,58,110,45,5,0,0,1,0,0,0,0,4,3,19,2,11,31,5,1,8,5,7,4,1,2,2,2,19,4,2,1,12,19,3,0
268,4,41,0,8,0,1,19,1,10,0,12,0,3,0,0,0,1,2,0,0,8,25,69,19,16,11,2,4,70,35,15,2,2,2,8,42,0,7,0,1,0,0,9,26,21,6,26,58,4,0,0,0,1,0,0,0,16,2,2,6,3,1,9,1,2,2,3,6,3,3,2,5,2,0,4,4,1,0,3,0
235,5,69,0,11,1,1,16,0,7,0,7,1,6,0,4,1,3,3,0,0,25,51,112,13,11,13,1,2,104,70,26,0,2,0,7,46,3,16,0,4,0,1,10,34,34,24,42,81,0,0,0,0,0,1,0,0,10,9,5,4,5,20,8,5,5,2,7,3,4,4,5,2,4,1,3,1,1,0,5,0
197,58,45,11,6,3,2,11,5,0,8,1,6,3,2,1,3,2,6,0,0,3,11,49,54,58,79,4,1,119,84,18,4,9,0,75,44,12,2,1,0,0,1,0,3,25,36,98,94,1,0,0,0,0,1,0,0,23,16,23,15,13,10,8,16,1,8,11,6,9,6,5,3,4,8,7,2,8,5,1,1
257,39,21,2,2,0,1,15,13,7,3,2,2,2,3,0,0,0,1,0,0,3,36,44,26,9,7,2,3,83,9,4,0,5,2,26,15,3,3,0,1,0,0,0,2,4,17,44,57,3,0,0,0,0,0,1,0,7,4,2,0,3,4,3,4,4,4,3,4,4,15,2,0,5,2,1,2,1,5,3,1
262,12,38,4,5,0,1,18,0,9,3,10,1,4,0,1,1,0,1,0,0,12,39,75,12,12,2,0,2,83,36,9,0,0,0,12,30,3,8,0,2,0,0,9,17,20,12,31,58,5,0,0,0,0,1,0,0,13,4,4,3,4,5,1,2,1,2,3,2,7,1,3,6,2,3,1,2,0,2,5,0
192,7,77,2,31,4,9,10,1,4,0,6,2,4,2,1,2,2,11,2,1,106,92,191,10,0,0,0,2,186,185,4,0,0,0,27,51,5,28,3,8,3,0,0,4,129,64,102,100,0,0,0,0,0,1,0,0,8,21,9,20,19,20,15,8,15,7,10,6,8,6,1,6,2,2,2,4,1,1,16,0
206,30,63,9,11,2,1,12,1,2,3,6,3,5,3,5,0,5,3,0,0,40,97,99,27,3,4,0,2,208,30,7,1,0,0,14,46,5,14,2,7,0,1,10,22,40,29,76,92,0,0,0,0,0,0,0,1,8,15,6,5,10,11,12,10,4,6,11,8,13,6,5,8,7,7,3,3,2,0,10,1
167,97,34,19,3,2,0,8,2,3,4,3,7,6,4,3,1,3,4,0,0,6,26,75,80,55,25,1,1,168,56,17,1,2,0,67,47,12,6,1,0,0,0,0,2,7,29,131,98,1,0,0,0,0,0,0,1,16,8,19,8,10,9,12,11,13,12,7,12,3,6,5,5,11,7,4,6,1,3,4,1
230,52,28,7,4,0,1,12,9,4,7,1,4,4,1,3,1,0,2,0,0,5,7,39,52,31,38,3,3,74,37,24,15,1,0,41,25,9,2,1,0,0,0,0,1,9,15,78,67,5,0,0,0,0,1,0,0,14,6,3,9,3,8,8,11,10,2,3,18,4,5,1,7,3,4,7,4,2,1,2,1
251,5,43,6,12,1,4,23,0,3,1,7,1,3,0,1,1,3,5,0,0,25,48,88,16,11,17,8,4,104,48,16,9,12,0,22,50,2,6,1,2,1,1,4,22,26,33,57,66,4,0,0,1,0,0,0,0,3,6,2,7,6,3,2,29,6,3,20,8,0,5,6,5,2,1,1,3,0,0,6,0
237,13,61,6,4,1,0,13,0,10,1,5,4,5,3,6,1,0,0,0,0,17,22,94,20,11,26,8,2,63,36,24,10,33,8,14,63,1,5,1,0,0,1,8,31,18,18,41,79,2,0,0,0,0,1,0,0,11,8,4,3,4,12,5,8,3,6,6,7,3,1,1,3,5,1,2,0,2,3,5,0
240,27,38,8,4,1,4,13,4,9,3,5,3,3,2,2,0,0,4,0,0,6,52,69,43,13,17,6,1,136,30,7,2,5,2,43,29,1,10,3,2,0,0,0,0,11,51,80,60,4,0,0,0,1,0,0,0,10,4,8,6,1,18,4,21,3,2,8,1,15,1,4,3,2,2,6,9,1,1,6,0
183,15,65,20,20,6,13,11,0,6,1,4,1,4,1,2,2,2,11,1,2,20,19,81,79,87,87,56,2,90,88,58,55,78,36,118,108,3,7,2,2,0,0,10,42,29,90,171,86,1,0,0,0,0,1,0,0,18,22,11,17,37,53,19,19,2,10,16,19,12,10,6,10,19,3,3,9,1,7,24,0
208,8,89,3,12,0,2,9,0,10,1,7,1,5,0,5,0,4,6,0,0,15,37,107,39,24,52,6,1,90,69,48,24,20,5,13,89,2,12,0,2,0,0,12,46,44,20,61,97,0,0,0,0,0,1,0,0,16,11,10,10,17,14,7,13,5,4,17,2,1,5,1,5,6,5,2,7,1,2,11,0
